title,description,source,course_id,department,department_codes,topics,url,level,old_domain_single,unified_domain
Advanced Soil Mechanics,This class presents the application of principles of soil mechanics. It considers the following topics: the origin and nature of soils; soil classification; the effective stress principle; hydraulic conductivity and seepage; stress-strain-strength behavior of cohesionless and cohesive soils and application to lateral earth stresses; bearing capacity and slope stability; consolidation theory and settlement analysis; and laboratory and field methods for evaluation of soil properties in design practice.,mit_ocw,e58bf23fa6d0506b72dc6eb290631a5e+1.361,Civil And Environmental Engineering,"[""1""]","[""Earth Science"", ""Geotechnical Engineering"", ""Science"", ""Engineering"", ""Geology"", ""Civil Engineering""]",http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-361-advanced-soil-mechanics-fall-2004,Graduate,,
"Energy, Environment, and Society: Global Politics, Technologies, and Ecologies of the Water-Energy-Food Crises","With increasing public awareness of the multiple effects of global environmental change, the terms water, energy, and food crisis have become widely used in scientific and political debates on sustainable development and environmental policy. Although each of these crises has distinct drivers and consequences, providing sustainable supplies of water, energy, and food are deeply interrelated challenges and require a profound understanding of the political, socioeconomic, and cultural factors that have historically shaped these interrelations at a local and global scale.",mit_ocw,f9464d08a0b117f7e3b4b26a56deee48+STS.032,Science Technology And Society,"[""STS""]","[""Environmental Policy"", ""The Developing World"", ""Social Science"", ""Society"", ""Global Poverty"", ""Public Administration""]",http://ocw.mit.edu/courses/science-technology-and-society/sts-032-energy-environment-and-society-global-politics-technologies-and-ecologies-of-the-water-energy-food-crises-spring-2018,Undergraduate,,
Experimental Projects I,"The Experimental Project Lab in the Department of Aeronautics and Astronautics is a two-semester course sequence: _16.621 Experimental Projects I_ (this course) and _[16.622 Experimental Projects II](/courses/16-622-experimental-projects-ii-fall-2003/)_. This site offers material on 16.621. In the course, two-person teams initiate a project of their own conception and design in 16.621 and then complete it in 16.622. For many students, this is a first encounter with research standards and techniques. It is a complicated course that requires a lot of interaction and support and also access to facilities and materials, but it is rewarding for students to explore an hypothesis under the guidance of a faculty advisor. This OCW site presents the building block materials of the course, which can provide only a profile of the course because the most important learning elements are the interactions between student team, faculty, project advisor, and shop staff and also between student team members. However, this site offers some of the preparation and guidance materials for students embarking on an experimental project. To emphasize the focus on communication skills, a set of [study materials](/courses/16-621-experimental-projects-i-spring-2003/pages/study-materials) and examples of [student work](/courses/16-621-experimental-projects-i-spring-2003/pages/projects) are provided.",mit_ocw,7af4284c1166423d14aa36d6761983db+16.621,Aeronautics And Astronautics,"[""16""]","[""Data Mining"", ""Aerospace Engineering"", ""Systems Engineering"", ""Engineering"", ""Systems Design"", ""Science"", ""Computer Science""]",http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-621-experimental-projects-i-spring-2003,Undergraduate,computer_science,
Sensory-Neural Systems: Spatial Orientation from End Organs to Behavior and Adaptation,"This course introduces sensory systems and multi-sensory fusion using the vestibular and spatial orientation systems as a model. Topics range from end organ dynamics to neural responses, to sensory integration, to behavior, and adaptation, with particular application to balance, posture and locomotion under normal gravity and space conditions. Depending upon the background and interests of the students, advanced term project topics might include motion sickness, astronaut adaptation, artificial gravity, lunar surface locomotion, vestibulo-cardiovascular responses, vestibular neural prostheses, or other topics of interest.",mit_ocw,cb10957e894f0e80298edebe86957ee0+16.430J,Aeronautics And Astronautics,"[""16"", ""HST""]","[""Aerospace Engineering"", ""Science"", ""Engineering"", ""Neuroscience"", ""Neurobiology"", ""Bioastronautics"", ""Biology""]",http://ocw.mit.edu/courses/aeronautics-and-astronautics/16-430j-sensory-neural-systems-spatial-orientation-from-end-organs-to-behavior-and-adaptation-spring-2012,Graduate,,
Dynamics of Nonlinear Systems,"This course provides an introduction to nonlinear deterministic dynamical systems. Topics covered include: nonlinear ordinary differential equations; planar autonomous systems; fundamental theory: Picard iteration, contraction mapping theorem, and Bellman-Gronwall lemma; stability of equilibria by Lyapunov's first and second methods; feedback linearization; and application to nonlinear circuits and control systems.",mit_ocw,37c8e02ae470e6a7debba195a0a664a0+6.243J,Electrical Engineering And Computer Science,"[""6"", ""2"", ""16""]","[""Electrical Engineering"", ""Robotics and Control Systems"", ""Systems Engineering"", ""Theory of Computation"", ""Engineering"", ""Computer Science""]",http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-243j-dynamics-of-nonlinear-systems-fall-2003,Graduate,computer_science,computer_science
Holographic Imaging,"MAS.450 is a laboratory course about holography and holographic imaging. This course teaches holography from a scientific and analytical point of view, moving from interference and diffraction to imaging of single points to the display of three-dimensional images. Using a ""hands-on"" approach, students explore the underlying physical phenomena that make holograms work, as well as designing laboratory setups to make their own images. The course also teaches mathematical techniques that allow the behavior of holography to be understood, predicted, and harnessed. Holography today brings together the fields of optics, chemistry, computer science, electrical engineering, visualization, three-dimensional display, and human perception in a unique and comprehensive way. As such, MAS.450 offers interesting and useful exposure to a wide range of principles and ideas. As a course satisfying the Institute Laboratory Requirement, MAS.450 teaches about science, scientific research, and the scientific method through observation and exploration, hinting at the excitement that inventors feel before they put their final equations to paper.",mit_ocw,626bec5a79997d9fa14c34959ae34679+MAS.450,Media Arts And Sciences,"[""MAS""]","[""Physics"", ""Fine Arts"", ""Atomic, Molecular, Optical Physics"", ""Cognitive Science"", ""Media Studies"", ""Computer Science"", ""Science"", ""Graphics and Visualization"", ""Engineering""]",http://ocw.mit.edu/courses/media-arts-and-sciences/mas-450-holographic-imaging-spring-2003,Undergraduate,computer_science,
STEM Concept Videos,"The STEM Concept Videos are designed to help students learn a pivotal concept in science, technology, engineering, and/or mathematics (STEM). These ideas are the building blocks of many engineering curricula, and learning them will help students master more difficult material. The STEM Concept Videos were produced by the {{% resource_link ""7efdc20a-43c1-4b9a-847c-395d06f78e4f"" ""Teaching and Learning Lab"" %}} (TLL) at MIT for the Singapore University of Technology and Design (SUTD). For more information on how these videos were developed, please see the paper presented by TLL researchers at the American Society for Engineering Education (ASEE) 2013 conference. Shah, D.N., JE French, J. Rankin, L. Breslow. ""{{% resource_link ""caf5761d-9fed-492d-8d37-ef5afbb3b43a"" ""Using Video to Tie Engineering Themes to Foundational Concepts"" %}}."" American Society for Engineering Education Annual Conference, June 23-26, 2013.",mit_ocw,a29e75fbd826d2d192a930c18d6eb7d5+RES.TLL-004,,[],"[""Calculus"", ""Social Science"", ""Science"", ""Chemistry"", ""Engineering"", ""Mathematics"", ""Physics"", ""Communication"", ""Differential Equations""]",http://ocw.mit.edu/resources/res-tll-004-stem-concept-videos-fall-2013,Undergraduate,,
Form-Finding and Structural Optimization: Gaudi Workshop,"Inspired by the work of the architect Antoni Gaudi, this research workshop will explore three-dimensional problems in the static equilibrium of structural systems. Through an interdisciplinary collaboration between computer science and architecture, we will develop design tools for determining the form of three-dimensional structural systems under a variety of loads. The goal of the workshop is to develop real-time design and analysis tools which will be useful to architects and engineers in the form-finding of efficient three-dimensional structural systems.",mit_ocw,f361b2d08a36f53985fd23b6d02ef40d+4.491,Architecture,"[""4""]","[""Architectural Engineering"", ""Fine Arts"", ""Structural Engineering"", ""Systems Engineering"", ""Engineering"", ""Architecture"", ""Systems Optimization"", ""Computational Modeling and Simulation"", ""Civil Engineering""]",http://ocw.mit.edu/courses/architecture/4-491-form-finding-and-structural-optimization-gaudi-workshop-fall-2004,Graduate,computer_science,
Strongly Correlated Systems in Condensed Matter Physics,"In this course we shall develop theoretical methods suitable for the description of the many-body phenomena, such as Hamiltonian second-quantized operator formalism, Greens functions, path integral, functional integral, and the quantum kinetic equation. The concepts to be introduced include, but are not limited to, the random phase approximation, the mean field theory (aka saddle-point, or semiclassical approximation), the tunneling dynamics in imaginary time, instantons, Berry phase, coherent state path integral, renormalization group.",mit_ocw,1deef1bb0395392d089c134c919568af+8.514,Physics,"[""8""]","[""Physics"", ""Condensed Matter Physics"", ""Science""]",http://ocw.mit.edu/courses/physics/8-514-strongly-correlated-systems-in-condensed-matter-physics-fall-2003,Graduate,,
Japanese Politics and Society,"This course is designed for students seeking a fundamental understanding of Japanese history, politics, culture, and the economy. ""Raw Fish 101"" (as it is often labeled) combines lectures, seminar discussion, small-team case studies, and Web page construction exercises, all designed to shed light on contemporary Japan.",mit_ocw,0e9f262ba8c6a1033e743e39f220cc03+17.541,Political Science,"[""17""]","[""Asian Studies"", ""Economics"", ""Political Economy"", ""History"", ""Humanities"", ""Asian History"", ""Political Science"", ""Social Science"", ""Society"", ""Cultural Anthropology"", ""Anthropology""]",http://ocw.mit.edu/courses/political-science/17-541-japanese-politics-and-society-fall-2008,"Undergraduate, Graduate",business,
Compressible Fluid Dynamics,"2.26 is a 6-unit Honors-level subject serving as the Mechanical Engineering department's sole course in compressible fluid dynamics. The prerequisites for this course are undergraduate courses in thermodynamics, fluid dynamics, and heat transfer. The goal of this course is to lay out the fundamental concepts and results for the compressible flow of gases. Topics to be covered include: appropriate conservation laws; propagation of disturbances; isentropic flows; normal shock wave relations, oblique shock waves, weak and strong shocks, and shock wave structure; compressible flows in ducts with area changes, friction, or heat addition; heat transfer to high speed flows; unsteady compressible flows, Riemann invariants, and piston and shock tube problems; steady 2D supersonic flow, Prandtl-Meyer function; and self-similar compressible flows. The emphasis will be on physical understanding of the phenomena and basic analytical techniques.",mit_ocw,7e62f7784ae50c041a3ad4e0e9b6dab5+2.26,Mechanical Engineering,"[""2""]","[""Fluid Mechanics"", ""Physics"", ""Hydrodynamics"", ""Ocean Engineering"", ""Thermodynamics"", ""Science"", ""Mechanical Engineering"", ""Engineering""]",http://ocw.mit.edu/courses/mechanical-engineering/2-26-compressible-fluid-dynamics-spring-2004,Graduate,,
Workshop on Deliberative Democracy and Dispute Resolution,"The Workshop on Deliberative Democracy and Dispute Resolution, sponsored by the Program on Negotiation at Harvard Law School and {{% resource_link ""8202be45-8b92-41cc-929e-0d6f85a3da17"" ""_The Flora and William Hewlett Foundation_"" %}}, is a two-day conference that brings together dispute resolution professionals and political theorists in the field of deliberative democracy.",mit_ocw,36cc56999b19583379f89f6085a21f6e+11.969,Urban Studies And Planning,"[""11""]","[""Humanities"", ""Public Administration"", ""Public Policy"", ""Political Science"", ""Philosophy"", ""Social Science"", ""Political Philosophy""]",http://ocw.mit.edu/courses/urban-studies-and-planning/11-969-workshop-on-deliberative-democracy-and-dispute-resolution-summer-2005,Graduate,,
Understanding Contemporary French Politics,"This course examines the changes in contemporary French society through the study of political debates, reforms and institutions since 1958, and analyzes the deep influence of politics on cultural and social life, despite a decline in political participation. Public controversies and political cleavages, from the Algerian war to postcolonial issues, from the birth of the European Union to the recent financial crisis, and from the moral ""revolution"" of the seventies to the recognition of new families are revisited. This course is taught in English.",mit_ocw,a2b809fc380ed20ffe87fb709e17507d+21G.053,Global Studies And Languages,"[""21G""]","[""Political Science"", ""Sociology"", ""Society"", ""Social Science"", ""Social Justice"", ""European and Russian Studies""]",http://ocw.mit.edu/courses/global-languages/21g-053-understanding-contemporary-french-politics-spring-2014,Undergraduate,,
